Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Attend Rate Pct,Days Attended Cnt,Days Member Cnt,Fewer 5 Pct,Fewer 5 Cnt,More 20 Pct,More 20 Cnt,More 90 Member Cnt,Chronic Absentee Cnt,Chronic Absentee Denom,Chronic Absentee Pct,Create Date
2018,30,Baltimore City,381,Monarch Academy Public Charter School,Elementary,89.7,70883,79024,8.5,49,37.7,217,575,349,724,48.2,20190626
2018,30,Baltimore City,381,Monarch Academy Public Charter School,Middle,90,36735,40801,12.1,36,32.9,98,298,126,318,39.6,20190626
2018,30,Baltimore City,381,Monarch Academy Public Charter School,All Students,89.8,107618,119825,9.7,85,36.1,315,873,475,1042,45.6,20190626
2018,30,Baltimore City,382,Baltimore Design School,Middle,89.1,27734.5,31124,12.5,29,40.5,94,232,116,238,48.7,20190626
2018,30,Baltimore City,382,Baltimore Design School,High,90.9,33480,36846,20.4,56,25.5,70,275,87,277,31.4,20190626
2018,30,Baltimore City,382,Baltimore Design School,All Students,90.1,61214.5,67970,16.8,85,32.3,164,507,203,515,39.4,20190626
2018,30,Baltimore City,384,Creative City Public Charter School,Elementary,90.8,35085,38622,13.6,38,31.1,87,280,142,366,38.8,20190626
2018,30,Baltimore City,400,Edmondson-Westside High,High,76.5,93832.5,122591,<= 5.0,*,64.9,590,909,697,965,72.2,20190626
2018,30,Baltimore City,403,Baltimore Polytechnic Institute,High,93.1,194558,209054,34.6,539,14.5,225,1557,298,1587,18.8,20190626
2018,30,Baltimore City,405,Patterson High,High,73,101201,138570,12.6,124,56.3,555,986,824,1239,66.5,20190626
2018,30,Baltimore City,406,Forest Park High,High,60.5,49853,82469,<= 5.0,*,84.3,504,598,643,721,89.2,20190626
2018,30,Baltimore City,407,Western High,High,88.5,122317,138222,14.1,145,37.6,386,1026,479,1060,45.2,20190626
2018,30,Baltimore City,410,Mergenthaler Vocational-Technical High,High,85.8,187431,218362,10,160,41.2,659,1599,840,1710,49.1,20190626
2018,30,Baltimore City,413,Achievement Academy @ Harbor City High,High,22.8,12011,52647,<= 5.0,*,>= 95.0,*,364,*,*,>= 95.0,20190626
2018,30,Baltimore City,414,Paul Laurence Dunbar High,High,83.5,89875,107641,5.7,45,64.7,515,796,581,830,70,20190626
2018,30,Baltimore City,415,Baltimore School for the Arts,High,94.6,52555,55542,46.5,193,6.7,28,415,39,416,9.4,20190626
2018,30,Baltimore City,416,Digital Harbor High School,High,69.8,114813.5,164567,<= 5.0,*,68,815,1198,1030,1360,75.7,20190626
2018,30,Baltimore City,419,Reginald F. Lewis High School,High,62.9,47303,75155,6.1,34,77.1,432,560,533,646,82.5,20190626
2018,30,Baltimore City,421,National Academy Foundation,Middle,84.6,24717,29212,15.2,33,38.2,83,217,130,259,50.2,20190626
2018,30,Baltimore City,421,National Academy Foundation,High,78.4,63424.5,80938,13.2,80,52.1,316,607,398,671,59.3,20190626
2018,30,Baltimore City,421,National Academy Foundation,All Students,80,88141.5,110150,13.7,113,48.4,399,824,528,930,56.8,20190626
2018,30,Baltimore City,422,New Era Academy,Middle,73.4,5946,8105,<= 5.0,*,60.7,37,61,53,73,72.6,20190626
2018,30,Baltimore City,422,New Era Academy,High,58,23140,39867,<= 5.0,*,82.9,242,292,302,339,89.1,20190626
2018,30,Baltimore City,422,New Era Academy,All Students,60.6,29086,47972,<= 5.0,*,79,279,353,355,412,86.2,20190626
2018,30,Baltimore City,427,Academy for College and Career Exploration,Middle,79.9,12527.5,15674,8.8,10,58.4,66,113,98,143,68.5,20190626
2018,30,Baltimore City,427,Academy for College and Career Exploration,High,66,34160,51789,<= 5.0,*,72.7,279,384,341,434,78.6,20190626
2018,30,Baltimore City,427,Academy for College and Career Exploration,All Students,69.2,46687.5,67463,<= 5.0,*,69.4,345,497,439,577,76.1,20190626
2018,30,Baltimore City,429,Vivien T. Thomas Medical Arts Academy,High,76.4,40768,53343,<= 5.0,*,73.8,287,389,353,445,79.3,20190626
2018,30,Baltimore City,430,Augusta Fells Savage Institute of Visual Arts,High,63.6,40136,63090,9,39,72.5,313,432,406,518,78.4,20190626
2018,30,Baltimore City,432,Coppin Academy,High,84.1,38097.5,45325,7.6,25,43,141,328,181,353,51.3,20190626
2018,30,Baltimore City,433,Renaissance Academy,High,63.3,19009,30031,5.9,12,70.9,144,203,266,314,84.7,20190626
2018,30,Baltimore City,450,Frederick Douglass High,High,67.3,78611,116848,<= 5.0,*,69.6,591,849,731,970,75.4,20190626
2018,30,Baltimore City,454,Carver Vocational-Technical High,High,79.8,94331.5,118270,7,61,56.8,493,868,625,943,66.3,20190626
2018,30,Baltimore City,480,Baltimore City College,High,90.5,154486,170768,19.7,249,25.3,319,1262,447,1336,33.5,20190626
2018,30,Baltimore City,A,All Baltimore City Schools,Elementary,92.1,3951972.5,4289420,22,7013,24.5,7802,31848,13088,40048,32.7,20190626
2018,30,Baltimore City,A,All Baltimore City Schools,Middle,90.7,2043565.5,2252186,24.5,4095,26.2,4381,16740,5775,17561,32.9,20190626
2018,30,Baltimore City,A,All Baltimore City Schools,High,77.1,2114487,2744097,12,2411,52.6,10599,20168,12854,21649,59.4,20190626
2018,30,Baltimore City,A,All Baltimore City Schools,All Students,87.3,8110025,9285703,19.7,13519,33.1,22782,68756,31717,79258,40,20190626
2018,32,SEED,1000,The Seed School of Maryland,Middle,>= 95.0,*,*,48.6,104,6.1,13,214,28,227,12.3,20190626
2018,32,SEED,1000,The Seed School of Maryland,High,93.1,21541,23138,15.2,26,15.8,27,171,42,179,23.5,20190626
2018,32,SEED,1000,The Seed School of Maryland,All Students,94.8,49401,52094,33.8,130,10.4,40,385,70,406,17.2,20190626
2018,32,SEED,A,All SEED Schools,Middle,>= 95.0,*,*,48.6,104,6.1,13,214,28,227,12.3,20190626
2018,32,SEED,A,All SEED Schools,High,93.1,21541,23138,15.2,26,15.8,27,171,42,179,23.5,20190626
2018,32,SEED,A,All SEED Schools,All Students,94.8,49401,52094,33.8,130,10.4,40,385,70,406,17.2,20190626
2018,A,All Public Schools,A,All Maryland Schools,Elementary,94.8,43900297,46285850,31.2,106641,9.9,33925,342321,61771,416270,14.8,20190626
2018,A,All Public Schools,A,All Maryland Schools,Middle,94.5,25366362.5,26852471,32.8,65054,12.7,25243,198256,34369,202221,17,20190626
2018,A,All Public Schools,A,All Maryland Schools,High,91.1,31942715.5,35080878,26.2,67759,22.7,58741,258223,75219,266268,28.2,20190626
2018,A,All Public Schools,A,All Maryland Schools,All Students,93.5,101209375,108219199,30,239454,14.8,117909,798800,171359,884759,19.4,20190626
